text,sentiment_compound,sentiment_label,distortion_always_negative,distortion_expecting_worst,distortion_blaming_yourself,distortion_assuming_others,distortion_all_or_nothing,consecutive_negative_days,risk_level
"I guess today was okay, just normal.",0.006,Neutral,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.181,Negative,0,0,0,0,0,7,Medium
They probably think I'm stupid.,-0.355,Negative,0,0,0,1,0,6,Medium
"I feel great today, everything went well.",0.779,Positive,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.845,Negative,1,0,0,0,1,7,High
"I guess today was okay, just normal.",0.075,Neutral,0,0,0,0,0,0,Low
Things are getting better step by step.,0.955,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.607,Positive,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.473,Negative,0,1,1,0,0,4,Medium
"Nothing matters anymore, it's all ruined.",-0.307,Negative,0,0,0,0,0,3,Medium
"I feel great today, everything went well.",0.868,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.842,Positive,0,0,0,0,0,0,Low
It's my fault they are mad at me.,-0.768,Negative,0,1,0,1,0,5,High
I am so stressed and tired of this.,-0.736,Negative,0,0,1,0,0,2,Medium
"I will never succeed, this always happens.",-0.828,Negative,0,1,1,0,0,3,High
"If it's not perfect, it's a total failure.",-0.15,Negative,0,0,0,0,0,6,Medium
"If it's not perfect, it's a total failure.",-0.114,Negative,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.332,Negative,1,0,0,0,0,2,Medium
Things are getting better step by step.,0.909,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.887,Negative,0,0,0,0,0,6,Medium
"Nothing matters anymore, it's all ruined.",-0.307,Negative,0,0,1,1,0,1,Medium
I am so stressed and tired of this.,-0.786,Negative,0,0,1,0,0,7,Medium
"If it's not perfect, it's a total failure.",-0.988,Negative,0,1,0,0,0,2,Medium
Things are getting better step by step.,0.533,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.035,Neutral,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.777,Negative,1,0,0,1,0,5,High
I had a good time with my friends.,0.14,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.362,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.082,Neutral,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",-0.055,Neutral,0,0,0,0,0,7,Medium
"I will never succeed, this always happens.",-0.42,Negative,1,0,0,1,0,1,Medium
Things are getting better step by step.,0.626,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.035,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.073,Neutral,0,0,0,0,0,7,Medium
"I feel great today, everything went well.",0.439,Positive,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.657,Negative,0,1,0,0,1,5,High
"I guess today was okay, just normal.",-0.064,Neutral,0,0,0,0,0,6,Medium
Things are getting better step by step.,0.503,Positive,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.785,Positive,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.862,Negative,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",-0.034,Neutral,0,0,0,0,0,3,Medium
Things are getting better step by step.,0.638,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.419,Positive,0,0,0,0,0,2,Medium
It's my fault they are mad at me.,-0.629,Negative,1,0,0,0,0,6,Medium
Things are getting better step by step.,0.193,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.266,Negative,0,0,0,0,0,3,Medium
"I feel great today, everything went well.",0.896,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.072,Neutral,0,0,0,0,0,6,Medium
I am so stressed and tired of this.,-0.78,Negative,1,0,0,0,0,5,Medium
Things are getting better step by step.,0.157,Positive,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.146,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.026,Neutral,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.576,Negative,0,0,0,0,1,2,Medium
"If it's not perfect, it's a total failure.",-0.609,Negative,1,0,1,0,1,7,High
Things are getting better step by step.,0.517,Positive,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.925,Positive,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.27,Negative,0,0,1,1,0,3,Medium
Things are getting better step by step.,0.633,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.021,Neutral,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.25,Negative,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.04,Neutral,0,0,0,0,0,7,Medium
I had a good time with my friends.,0.652,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.054,Neutral,0,0,0,0,0,5,Medium
"I feel great today, everything went well.",0.612,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.366,Negative,0,0,0,1,0,4,Medium
It's my fault they are mad at me.,-0.233,Negative,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.508,Negative,1,0,0,0,0,5,Medium
"I guess today was okay, just normal.",0.065,Neutral,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.378,Negative,1,0,0,0,0,5,Medium
"I guess today was okay, just normal.",0.026,Neutral,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.166,Positive,0,0,0,0,0,0,Low
"Nothing matters anymore, it's all ruined.",-0.363,Negative,0,0,1,1,0,5,Medium
"I guess today was okay, just normal.",0.098,Neutral,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.598,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.049,Neutral,0,0,0,0,0,7,Medium
I had a good time with my friends.,0.744,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.503,Positive,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.323,Positive,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.579,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.612,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.227,Negative,0,0,0,1,0,7,Medium
"I guess today was okay, just normal.",0.005,Neutral,0,0,0,0,0,0,Low
"Nothing matters anymore, it's all ruined.",-0.119,Negative,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.636,Positive,0,0,0,0,0,1,Low
Things are getting better step by step.,0.989,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.129,Positive,0,0,0,0,0,0,Low
It's my fault they are mad at me.,-0.731,Negative,1,0,0,0,1,7,High
"I guess today was okay, just normal.",-0.059,Neutral,0,0,0,0,0,3,Medium
"I guess today was okay, just normal.",-0.047,Neutral,0,0,0,0,0,3,Medium
It's my fault they are mad at me.,-0.757,Negative,1,0,0,1,1,7,High
"I guess today was okay, just normal.",-0.031,Neutral,0,0,0,0,0,4,Medium
I had a good time with my friends.,0.339,Positive,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.231,Negative,0,0,0,0,0,1,Medium
"I guess today was okay, just normal.",0.009,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.091,Neutral,0,0,0,0,0,6,Medium
I had a good time with my friends.,0.342,Positive,0,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.444,Negative,0,1,0,1,0,1,Medium
"I guess today was okay, just normal.",0.081,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.049,Neutral,0,0,0,0,0,5,Medium
Things are getting better step by step.,0.29,Positive,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.426,Negative,0,0,1,1,0,6,Medium
"I guess today was okay, just normal.",-0.057,Neutral,0,0,0,0,0,6,Medium
I am so stressed and tired of this.,-0.704,Negative,0,1,0,1,1,1,Medium
I had a good time with my friends.,0.913,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.095,Neutral,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.122,Positive,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.821,Negative,0,1,1,1,0,3,High
"I guess today was okay, just normal.",-0.039,Neutral,0,0,0,0,0,3,Medium
I am so stressed and tired of this.,-0.906,Negative,0,1,0,0,0,3,Medium
I am so stressed and tired of this.,-0.567,Negative,0,1,1,0,1,6,High
They probably think I'm stupid.,-0.388,Negative,1,0,1,1,0,4,Medium
"I guess today was okay, just normal.",0.013,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.782,Positive,0,0,0,0,0,2,Medium
They probably think I'm stupid.,-0.787,Negative,1,0,0,0,0,6,Medium
"If it's not perfect, it's a total failure.",-0.249,Negative,0,0,1,0,0,6,Medium
"I guess today was okay, just normal.",0.005,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.412,Positive,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.116,Negative,0,0,0,0,0,7,Medium
"I feel great today, everything went well.",0.231,Positive,0,0,0,0,0,1,Low
Things are getting better step by step.,0.562,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.91,Positive,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.602,Negative,0,0,1,0,1,3,High
I had a good time with my friends.,0.588,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.041,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.078,Neutral,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.312,Negative,0,0,0,1,0,1,Medium
I am so stressed and tired of this.,-0.462,Negative,0,0,0,1,0,1,Medium
Things are getting better step by step.,0.542,Positive,0,0,0,0,0,1,Low
It's my fault they are mad at me.,-0.513,Negative,1,1,0,0,0,6,High
"I guess today was okay, just normal.",-0.009,Neutral,0,0,0,0,0,4,Medium
I had a good time with my friends.,0.744,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.05,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.029,Neutral,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.516,Negative,1,1,0,0,1,7,High
"If it's not perfect, it's a total failure.",-0.295,Negative,0,0,0,1,0,6,Medium
"I guess today was okay, just normal.",0.001,Neutral,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.756,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.052,Neutral,0,0,0,0,0,0,Low
I had a good time with my friends.,0.477,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.266,Positive,0,0,0,0,0,1,Low
It's my fault they are mad at me.,-0.957,Negative,1,0,0,0,1,2,Medium
It's my fault they are mad at me.,-0.338,Negative,0,0,0,0,0,6,Medium
Things are getting better step by step.,0.407,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.277,Positive,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.486,Negative,1,1,1,0,0,2,Medium
They probably think I'm stupid.,-0.247,Negative,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.301,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.537,Negative,0,0,0,1,0,3,Medium
"I guess today was okay, just normal.",-0.09,Neutral,0,0,0,0,0,4,Medium
"I will never succeed, this always happens.",-0.616,Negative,1,0,0,1,1,6,High
They probably think I'm stupid.,-0.338,Negative,0,0,0,0,0,5,Medium
I am so stressed and tired of this.,-0.457,Negative,1,0,0,1,0,3,Medium
"I guess today was okay, just normal.",-0.045,Neutral,0,0,0,0,0,5,Medium
"I feel great today, everything went well.",0.958,Positive,0,0,0,0,0,2,Medium
It's my fault they are mad at me.,-0.762,Negative,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",0.028,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.07,Neutral,0,0,0,0,0,5,Medium
I am so stressed and tired of this.,-0.487,Negative,0,0,0,1,0,4,Medium
I am so stressed and tired of this.,-0.988,Negative,1,0,0,0,0,6,Medium
"I feel great today, everything went well.",0.299,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.238,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.005,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.881,Positive,0,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.228,Negative,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",-0.078,Neutral,0,0,0,0,0,4,Medium
I had a good time with my friends.,0.945,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.074,Neutral,0,0,0,0,0,6,Medium
I had a good time with my friends.,0.105,Positive,0,0,0,0,0,1,Low
It's my fault they are mad at me.,-0.324,Negative,1,0,0,0,0,1,Medium
"Nothing matters anymore, it's all ruined.",-0.839,Negative,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.077,Neutral,0,0,0,0,0,6,Medium
"Nothing matters anymore, it's all ruined.",-0.324,Negative,0,0,0,1,0,6,Medium
"I guess today was okay, just normal.",0.087,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.052,Neutral,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.629,Negative,1,0,1,0,1,1,Medium
"I guess today was okay, just normal.",-0.011,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.083,Neutral,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.475,Negative,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",0.009,Neutral,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.12,Negative,0,0,0,0,0,6,Medium
They probably think I'm stupid.,-0.152,Negative,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.062,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.634,Positive,0,0,0,0,0,1,Low
Things are getting better step by step.,0.858,Positive,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.624,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.017,Neutral,0,0,0,0,0,5,Medium
Things are getting better step by step.,0.78,Positive,0,0,0,0,0,1,Low
Things are getting better step by step.,0.93,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.871,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.038,Neutral,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",0.055,Neutral,0,0,0,0,0,2,Medium
It's my fault they are mad at me.,-0.377,Negative,1,0,0,0,0,6,Medium
"Nothing matters anymore, it's all ruined.",-0.467,Negative,0,0,0,1,0,7,Medium
I had a good time with my friends.,0.629,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.3,Negative,0,0,1,1,0,1,Medium
I had a good time with my friends.,0.146,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.242,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.541,Negative,0,0,0,0,1,7,Medium
I had a good time with my friends.,0.404,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.772,Positive,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.284,Negative,0,0,1,0,0,2,Medium
"I guess today was okay, just normal.",-0.031,Neutral,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.152,Negative,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.087,Neutral,0,0,0,0,0,3,Medium
"If it's not perfect, it's a total failure.",-0.533,Negative,1,1,0,1,1,5,High
I had a good time with my friends.,0.18,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.863,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.019,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.073,Neutral,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.593,Negative,1,0,1,1,0,2,Medium
"I guess today was okay, just normal.",-0.063,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.096,Neutral,0,0,0,0,0,0,Low
I had a good time with my friends.,0.818,Positive,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.511,Negative,1,0,0,1,1,1,Medium
"I guess today was okay, just normal.",-0.035,Neutral,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.565,Positive,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.589,Negative,0,0,1,0,0,5,Medium
Things are getting better step by step.,0.479,Positive,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.988,Negative,0,1,1,0,1,5,High
I had a good time with my friends.,0.949,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.072,Neutral,0,0,0,0,0,4,Medium
"If it's not perfect, it's a total failure.",-0.366,Negative,1,0,0,0,0,7,Medium
"I feel great today, everything went well.",0.568,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.553,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.077,Neutral,0,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.214,Negative,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.018,Neutral,0,0,0,0,0,4,Medium
"Nothing matters anymore, it's all ruined.",-0.932,Negative,1,0,0,0,1,3,High
"I feel great today, everything went well.",0.983,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.062,Neutral,0,0,0,0,0,0,Low
I had a good time with my friends.,0.891,Positive,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.967,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.03,Neutral,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.352,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.087,Neutral,0,0,0,0,0,6,Medium
"I feel great today, everything went well.",0.45,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.08,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.506,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.78,Positive,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.625,Negative,0,0,0,0,0,6,Medium
"I feel great today, everything went well.",0.242,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.025,Neutral,0,0,0,0,0,0,Low
I had a good time with my friends.,0.398,Positive,0,0,0,0,0,1,Low
Things are getting better step by step.,0.761,Positive,0,0,0,0,0,1,Low
It's my fault they are mad at me.,-0.183,Negative,0,0,0,0,0,7,Medium
"I will never succeed, this always happens.",-0.249,Negative,0,0,1,0,0,5,Medium
Things are getting better step by step.,0.849,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.063,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.562,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.558,Negative,0,1,1,0,1,4,High
"I will never succeed, this always happens.",-0.163,Negative,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.044,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.049,Neutral,0,0,0,0,0,5,Medium
Things are getting better step by step.,0.964,Positive,0,0,0,0,0,0,Low
